89,Gotland,6,6434
90,Gotland,6,1501
91,Gotland,6,1228
0,Skåne,7,4780
8,Skåne,7,285
15,Skåne,7,162
31,Skåne,7,1906
43,Skåne,7,1435
48,Skåne,7,631
52,Skåne,7,242
56,Skåne,7,133
60,Skåne,7,2222
68,Skåne,7,491
80,Skåne,7,843
81,Skåne,7,504
82,Skåne,7,5631
83,Skåne,7,4980
84,Skåne,7,2573
85,Skåne,7,2686
86,Skåne,7,2821
87,Skåne,7,4079
88,Skåne,7,2130
89,Skåne,7,2761
90,Skåne,7,2163
91,Skåne,7,976
0,Bohuslän,8,2424
8,Bohuslän,8,183
15,Bohuslän,8,409
31,Bohuslän,8,276
43,Bohuslän,8,1081
48,Bohuslän,8,443
52,Bohuslän,8,120
56,Bohuslän,8,13
60,Bohuslän,8,235
68,Bohuslän,8,89
80,Bohuslän,8,1402
81,Bohuslän,8,511
82,Bohuslän,8,2116
83,Bohuslän,8,3025
84,Bohuslän,8,3652
85,Bohuslän,8,2242
86,Bohuslän,8,2119
87,Bohuslän,8,2999
88,Bohuslän,8,6166
89,Bohuslän,8,2408
90,Bohuslän,8,1454
91,Bohuslän,8,1927
0,Dalarna,9,840
8,Dalarna,9,34
31,Dalarna,9,18
43,Dalarna,9,627
48,Dalarna,9,43
52,Dalarna,9,72
56,Dalarna,9,1238
60,Dalarna,9,1472
68,Dalarna,9,693
80,Dalarna,9,529
81,Dalarna,9,413
82,Dalarna,9,5307
83,Dalarna,9,4765
84,Dalarna,9,644
85,Dalarna,9,1221
86,Dalarna,9,1061
87,Dalarna,9,1402
88,Dalarna,9,3821
89,Dalarna,9,644
90,Dalarna,9,1277
91,Dalarna,9,135
0,Västmanland,10,873
8,Västmanland,10,13724
15,Västmanland,10,37
31,Västmanland,10,205
43,Västmanland,10,1670
48,Västmanland,10,1867
52,Västmanland,10,782
56,Västmanland,10,1093
60,Västmanland,10,2170
68,Västmanland,10,188
80,Västmanland,10,557
81,Västmanland,10,316
82,Västmanland,10,570
83,Västmanland,10,1420
84,Västmanland,10,586
85,Västmanland,10,2042
86,Västmanland,10,1044
87,Västmanland,10,1681
88,Västmanland,10,2237
89,Västmanland,10,15429
90,Västmanland,10,814
91,Västmanland,10,131
0,Öland,11,981
8,Öland,11,36
15,Öland,11,29
31,Öland,11,488
43,Öland,11,11840
48,Öland,11,6243
52,Öland,11,1479
56,Öland,11,1000
60,Öland,11,29356
68,Öland,11,142
80,Öland,11,13
81,Öland,11,20
82,Öland,11,445
83,Öland,11,1029
84,Öland,11,197
85,Öland,11,430
86,Öland,11,38307
87,Öland,11,3823
88,Öland,11,292
89,Öland,11,284
90,Öland,11,511
91,Öland,11,70
0,Lappland,12,5934
8,Lappland,12,27
15,Lappland,12,4127
31,Lappland,12,71
43,Lappland,12,815
48,Lappland,12,22
52,Lappland,12,67
56,Lappland,12,363
60,Lappland,12,230
68,Lappland,12,234
80,Lappland,12,148
81,Lappland,12,115
82,Lappland,12,642
83,Lappland,12,1144
84,Lappland,12,720
85,Lappland,12,1129
86,Lappland,12,8826
87,Lappland,12,433
88,Lappland,12,1783
89,Lappland,12,810
90,Lappland,12,1323
91,Lappland,12,53
0,Värmland,13,390
8,Värmland,13,9
31,Värmland,13,46
43,Värmland,13,354
48,Värmland,13,27
52,Värmland,13,136
56,Värmland,13,40
60,Värmland,13,917
68,Värmland,13,105
80,Värmland,13,317
81,Värmland,13,226
82,Värmland,13,1895
83,Värmland,13,1029
84,Värmland,13,955
85,Värmland,13,1666
86,Värmland,13,1620
87,Värmland,13,580
88,Värmland,13,777
89,Värmland,13,983
90,Värmland,13,915
91,Värmland,13,221
0,Jämtland,14,1964
8,Jämtland,14,9
15,Jämtland,14,1
31,Jämtland,14,17
43,Jämtland,14,605
48,Jämtland,14,52
52,Jämtland,14,67
56,Jämtland,14,257
60,Jämtland,14,3322
68,Jämtland,14,57
80,Jämtland,14,1283
81,Jämtland,14,426
82,Jämtland,14,1936
83,Jämtland,14,2129
84,Jämtland,14,1154
85,Jämtland,14,1421
86,Jämtland,14,1240
87,Jämtland,14,808
88,Jämtland,14,1789
89,Jämtland,14,730
90,Jämtland,14,241
91,Jämtland,14,35
0,Halland,15,1792
8,Halland,15,25
15,Halland,15,442
31,Halland,15,1651
43,Halland,15,872
48,Halland,15,218
52,Halland,15,54
56,Halland,15,44
60,Halland,15,456
68,Halland,15,163
80,Halland,15,1302
81,Halland,15,84
82,Halland,15,1291
83,Halland,15,3148
84,Halland,15,840
85,Halland,15,773
86,Halland,15,2019
87,Halland,15,602
88,Halland,15,313
89,Halland,15,487
90,Halland,15,557
91,Halland,15,246
0,Hälsingland,16,517
8,Hälsingland,16,31
15,Hälsingland,16,255
31,Hälsingland,16,14
43,Hälsingland,16,1067
48,Hälsingland,16,95
52,Hälsingland,16,612
56,Hälsingland,16,74
60,Hälsingland,16,516
68,Hälsingland,16,82
80,Hälsingland,16,316
81,Hälsingland,16,378
82,Hälsingland,16,1755
83,Hälsingland,16,1971
84,Hälsingland,16,746
85,Hälsingland,16,947
86,Hälsingland,16,1372
87,Hälsingland,16,482
88,Hälsingland,16,2778
89,Hälsingland,16,474
90,Hälsingland,16,320
91,Hälsingland,16,865
0,Blekinge,17,1632
8,Blekinge,17,600
15,Blekinge,17,95
31,Blekinge,17,269
43,Blekinge,17,951
48,Blekinge,17,510
52,Blekinge,17,29
56,Blekinge,17,189
60,Blekinge,17,7372
68,Blekinge,17,492
80,Blekinge,17,83
81,Blekinge,17,200
82,Blekinge,17,445
83,Blekinge,17,960
84,Blekinge,17,380
85,Blekinge,17,722
86,Blekinge,17,479
87,Blekinge,17,9717
88,Blekinge,17,253
89,Blekinge,17,335
90,Blekinge,17,552
91,Blekinge,17,730
0,Ångermanland,18,6698
8,Ångermanland,18,193
15,Ångermanland,18,2
31,Ångermanland,18,88
43,Ångermanland,18,1648
48,Ångermanland,18,663
52,Ångermanland,18,25
56,Ångermanland,18,239
60,Ångermanland,18,126
68,Ångermanland,18,84
80,Ångermanland,18,870
81,Ångermanland,18,130
82,Ångermanland,18,937
83,Ångermanland,18,853
84,Ångermanland,18,2396
85,Ångermanland,18,1591
86,Ångermanland,18,2250
87,Ångermanland,18,427
88,Ångermanland,18,124
89,Ångermanland,18,5614
90,Ångermanland,18,601
91,Ångermanland,18,24
0,Norrbotten,19,2842
8,Norrbotten,19,373
15,Norrbotten,19,2
31,Norrbotten,19,127
43,Norrbotten,19,32
48,Norrbotten,19,4
52,Norrbotten,19,6
56,Norrbotten,19,656
60,Norrbotten,19,240
68,Norrbotten,19,24
80,Norrbotten,19,36
81,Norrbotten,19,22
82,Norrbotten,19,1631
83,Norrbotten,19,434
84,Norrbotten,19,348
85,Norrbotten,19,259
86,Norrbotten,19,216
87,Norrbotten,19,306
88,Norrbotten,19,112
89,Norrbotten,19,8946
90,Norrbotten,19,608
91,Norrbotten,19,21
0,Närke,20,985
8,Närke,20,68
15,Närke,20,10
31,Närke,20,44
43,Närke,20,871
48,Närke,20,14
52,Närke,20,178
56,Närke,20,106
60,Närke,20,1083
68,Närke,20,396
80,Närke,20,539
81,Närke,20,314
82,Närke,20,415
83,Närke,20,1327
84,Närke,20,582
85,Närke,20,1039
86,Närke,20,1091
87,Närke,20,8514
88,Närke,20,592
89,Närke,20,871
90,Närke,20,357
91,Närke,20,134
0,Gästrikland,21,174
8,Gästrikland,21,40
15,Gästrikland,21,5
31,Gästrikland,21,6
43,Gästrikland,21,906
48,Gästrikland,21,1581
52,Gästrikland,21,238
56,Gästrikland,21,819
60,Gästrikland,21,53
68,Gästrikland,21,78
80,Gästrikland,21,70
81,Gästrikland,21,89
82,Gästrikland,21,576
83,Gästrikland,21,568
84,Gästrikland,21,181
85,Gästrikland,21,454
86,Gästrikland,21,692
87,Gästrikland,21,171
88,Gästrikland,21,507
89,Gästrikland,21,367
90,Gästrikland,21,603
91,Gästrikland,21,18
0,Dalsland,22,1582
8,Dalsland,22,7
15,Dalsland,22,12
31,Dalsland,22,77
43,Dalsland,22,458
48,Dalsland,22,22
52,Dalsland,22,60
56,Dalsland,22,61
60,Dalsland,22,195
68,Dalsland,22,44
80,Dalsland,22,242
81,Dalsland,22,366
82,Dalsland,22,1421
83,Dalsland,22,1060
84,Dalsland,22,648
85,Dalsland,22,1160
86,Dalsland,22,1129
87,Dalsland,22,468
88,Dalsland,22,338
89,Dalsland,22,573
90,Dalsland,22,125
91,Dalsland,22,294
0,Medelpad,23,128
8,Medelpad,23,17
31,Medelpad,23,29
43,Medelpad,23,711
48,Medelpad,23,128
52,Medelpad,23,558
56,Medelpad,23,181
60,Medelpad,23,11
68,Medelpad,23,32
80,Medelpad,23,40
81,Medelpad,23,41
82,Medelpad,23,779
83,Medelpad,23,522
84,Medelpad,23,258
85,Medelpad,23,400
86,Medelpad,23,311
87,Medelpad,23,129
88,Medelpad,23,121
89,Medelpad,23,230
90,Medelpad,23,41
91,Medelpad,23,194
0,Västerbotten,24,511
8,Västerbotten,24,45
15,Västerbotten,24,53
31,Västerbotten,24,13
43,Västerbotten,24,32
48,Västerbotten,24,34
52,Västerbotten,24,5
56,Västerbotten,24,3
60,Västerbotten,24,8
68,Västerbotten,24,11
80,Västerbotten,24,43
81,Västerbotten,24,296
82,Västerbotten,24,526
83,Västerbotten,24,331
84,Västerbotten,24,268
85,Västerbotten,24,113
86,Västerbotten,24,209
87,Västerbotten,24,124
88,Västerbotten,24,183
89,Västerbotten,24,178
90,Västerbotten,24,138
91,Västerbotten,24,4
0,Härjedalen,25,72
8,Härjedalen,25,5
31,Härjedalen,25,4
43,Härjedalen,25,286
48,Härjedalen,25,15
56,Härjedalen,25,125
60,Härjedalen,25,33
68,Härjedalen,25,9
80,Härjedalen,25,37
81,Härjedalen,25,601
82,Härjedalen,25,372
83,Härjedalen,25,189
84,Härjedalen,25,171
85,Härjedalen,25,253
86,Härjedalen,25,119
87,Härjedalen,25,24
88,Härjedalen,25,60
89,Härjedalen,25,97
90,Härjedalen,25,10
91,Härjedalen,25,10
