1,321,3,kvinnoklädsel
1,322,1,skrapa
1,323,276,redskap och utrustning
1,325,63,död (760)
1,327,22,fotbeklädnad
1,331,16,lekar och spel
1,335,1,konstnärer
1,346,2,båt
1,347,66,kyrkor
1,362,184,arkeologi och historia (170)
1,364,184,arkeologi (172)
1,369,206,metallhantverk
1,389,189,jakt
1,391,39,museer
1,403,1596,"oscar trapps, samling"
1,406,1,dräkt (291)
1,413,63,begravning (764)
1,418,1,jakt och fångst till lands (224)
1,419,2,skomakeri
1,427,3,konsthantverk och formgivning (531)
1,429,7,drycker
1,434,1,leksak
1,445,132,tobak
1,448,180,fjärrvapen
1,450,1,bärnsten
1,453,417,matlagning
1,461,35,byggnadsutrustning
1,462,3,skelett
1,471,3,mineralsamling
1,475,1,armbygel
1,478,22,klimat: vinter
1,486,16,modeller och övriga hjälpmedel för minnet
1,487,3,"drikker, nytelsesmidler og legemidler (no) (270)"
2,2,60388,östergötland
2,3,15581,järn
2,5,389,uppland
2,6,330,gotland
2,7,42817,västra tollstad
2,8,38371,alvastra kloster
2,9,593,okänd fyndort
2,11,162,öland
2,12,7233,kärl
2,16,6,gräsgård
2,18,36,adelsö
2,19,947,brons
2,21,4311,keramik
2,22,209,södermanland
2,24,234,västergötland
2,26,2,dräkt
2,27,204,skåne
2,30,161,småland
2,34,250,yxa
2,38,3690,spik
2,40,169,spänne
2,47,19,"björkö, svarta jorden"
2,51,1117,flinta
2,53,453,cu-leg
2,54,2832,beslag
2,56,2247,glas
2,57,212,silver
2,59,145,bergart
2,73,1,kvinnor
2,76,36,lappland
2,77,969,ben
2,80,43,redskap
2,81,992,föremål
2,82,398,nit
2,84,101,stockholm
2,93,84,halland
2,94,1007,kniv
2,98,126,guld
2,102,788,trä
2,107,1,"björkö, hemlanden"
2,109,57,bohuslän
2,113,1042,ten
2,116,2,barn
2,118,377,pärla
2,120,434,textil
2,125,1,rödgods
2,138,1,lergods
2,140,4560,söderköping
2,144,1,konsthantverk
2,148,1,byggnadsminnen
2,153,585,nål
2,154,46,västmanland
2,158,1,fotografering
2,160,1342,hästskosöm
2,167,37,blekinge
2,171,4,näsby
2,176,5,kalmar
2,177,48,ångermanland
2,180,108,fragment
2,182,112,skulptur
2,184,380,ring
2,186,1,eldhandvapen
2,190,213,kam
2,193,628,sölja
2,195,15,vallstena
2,198,285,avslag
2,200,17,uppsala
2,208,2,mynt
2,211,145,skiffer
2,214,177,hänge
2,218,75,svärd
2,219,82,verktyg
2,223,77,ben/horn
2,227,3,djur
2,233,103,sten
2,236,1,åsele
2,237,28,visby
2,240,24,bräda
2,241,3,porslin
2,246,37,kvarts
2,247,73,fingerring
2,248,159,sverige
2,253,20,jämtland
2,257,434,nyckel
2,262,329,bryne
2,267,40,närke
2,268,3,otterstad
2,272,36,dolk
2,273,1993,fönsterglas
2,274,2,läckö slott
2,276,4,nyköping
2,278,2222,vadstena
2,280,85,spets
2,283,1,textilier
2,292,123,söm
2,294,38,hälsingland
2,295,214,lera
2,301,1,brev
2,303,34,dalarna
2,305,22,gästrikland
2,307,7,smycke
2,317,2000,"broby, alvastra pålbyggnad"
2,318,172,lås
2,319,163,pilspets
2,322,126,skrapa
2,324,12,othem
2,328,174,knapp
2,329,63,norrbotten
2,339,2,"björkö, norr om borg"
2,340,477,bleck
2,341,1,kvarteret biografen
2,342,1,kvarteret biografen 3
2,345,978,bly
2,346,2,båt
2,347,43,kyrkor
2,351,14,ekerö
2,355,27,armring
2,361,2,hellvi
2,373,11,väskinde
2,374,280,fat
2,375,347,band
2,376,33,värmland
2,380,39,kvartsit
2,382,1034,krus
2,386,844,plåt
2,389,2,jakt
2,390,211,sandsten
2,391,1,museer
2,397,226,horn
2,400,31,dalsland
2,404,4,ryssland
2,407,8,hemse
2,428,10,grötlingbo
2,431,1484,norrköping
2,434,2,leksak
2,439,782,gryta
2,441,1,spjut
2,442,38,bränd lera
2,447,21,köping
2,449,1,skanör m. falsterbo
2,450,100,bärnsten
2,464,1,falsterbohus
2,465,3,grönsten
2,466,1,turinge
2,467,1388,alvastra pålbyggnad
2,468,31,spjutspets
2,469,8,varnhem
2,472,355,slagg
2,473,1376,kvarteret bryggaren 1
2,474,204,ek
2,480,645,läder
2,490,36,pil
2,492,11,ringspänne
2,495,17,halla
2,498,3,spik/nit
2,499,52,koppar
3,2,15581,östergötland
3,3,59033,järn
3,5,6371,uppland
3,6,4270,gotland
3,7,13775,västra tollstad
3,8,13295,alvastra kloster
3,9,388,okänd fyndort
3,11,19618,öland
3,12,1928,kärl
3,13,3,pottery
3,15,3,ceramics
3,16,19349,gräsgård
3,17,19349,eketorps borg
3,18,3973,adelsö
3,19,1573,brons
3,20,4,iron
3,21,1447,keramik
3,22,681,södermanland
3,23,5,vapen
3,24,924,västergötland
3,25,1,erland nordenskiöld
3,26,6,dräkt
3,27,329,skåne
3,28,1,bronze
3,30,2959,småland
3,34,1704,yxa
3,38,11650,spik
3,40,1290,spänne
3,43,2,metal
3,45,1,teknisk keramik
3,47,1722,"björkö, svarta jorden"
3,51,861,flinta
3,53,674,cu-leg
3,54,3724,beslag
3,56,1108,glas
3,57,529,silver
3,58,3,glass
3,59,692,bergart
3,71,3,bead
3,72,3,huvudbonad
3,74,3,slag
3,76,153,lappland
3,77,944,ben
3,80,222,redskap
3,81,3622,föremål
3,82,6228,nit
3,83,2,kvinna
3,84,773,stockholm
3,93,106,halland
3,94,4457,kniv
3,95,1,undervisningsmateriel
3,98,181,guld
3,101,1,vävning
3,102,384,trä
3,104,1,utbildning
3,106,1,undervisningsväsen
3,107,1310,"björkö, hemlanden"
3,108,1,handel
3,109,633,bohuslän
3,110,1,teaching - aids and devices@eng
3,113,3797,ten
3,116,2,barn
3,118,1011,pärla
3,119,2,porträtt
3,120,189,textil
3,121,1,läromedel
3,125,12,rödgods
3,133,1,hantverk
3,138,6,lergods
3,140,579,söderköping
3,143,2,bone
3,153,955,nål
3,154,359,västmanland
3,157,1,flint
3,160,3737,hästskosöm
3,167,83,blekinge
3,168,1,fiske
3,170,1,antler
3,171,2686,näsby
3,176,54,kalmar
3,177,34,ångermanland
3,178,1,dräkttillbehör
3,179,2,smycken
3,180,1258,fragment
3,182,17,skulptur
3,183,2686,hultaby borgruin
3,184,1596,ring
3,186,20,eldhandvapen
3,188,1,spel
3,190,838,kam
3,191,21,slottsfjärden
3,193,1614,sölja
3,195,739,vallstena
3,198,449,avslag
3,200,352,uppsala
3,205,5,musikinstrument
3,206,1,skrift
3,208,343,mynt
3,211,491,skiffer
3,214,505,hänge
3,218,1479,svärd
3,219,224,verktyg
3,220,1,adolf erik nordenskiöld
3,221,1,adolf nordenskiöld
3,223,205,ben/horn
3,233,478,sten
3,236,1,åsele
3,237,560,visby
3,240,11,bräda
3,241,80,porslin
3,242,2,weapon
3,246,311,kvarts
3,247,164,fingerring
3,248,9,sverige
3,253,87,jämtland
3,256,699,"stockholm, historiska museets stora innergård"
3,257,1523,nyckel
3,258,3,behållare
3,262,743,bryne
3,267,208,närke
3,268,743,otterstad
3,272,148,dolk
3,273,168,fönsterglas
3,274,743,läckö slott
3,275,1,"ångermanälven, hälla, lokal 870"
3,276,5,nyköping
3,278,683,vadstena
3,280,436,spets
3,292,2172,söm
3,294,86,hälsingland
3,295,537,lera
3,301,2,brev
3,303,289,dalarna
3,304,16,skodon
3,305,185,gästrikland
3,306,1,natur
3,307,75,smycke
3,310,3,textilhantverk
3,318,849,lås
3,319,1148,pilspets
3,322,149,skrapa
3,324,82,othem
3,328,454,knapp
3,329,29,norrbotten
3,337,11,planka
3,339,258,"björkö, norr om borg"
3,340,776,bleck
3,345,316,bly
3,346,8,båt
3,351,200,ekerö
3,354,2,modell
3,355,159,armring
3,360,1,broderi
3,361,61,hellvi
3,366,2,kyrka
3,369,1,metallhantverk
3,373,297,väskinde
3,374,70,fat
3,375,1340,band
3,376,93,värmland
3,378,1,byggnadsdelar
3,379,2,textile
3,380,96,kvartsit
3,382,4,krus
3,386,1029,plåt
3,389,2,jakt
3,390,382,sandsten
3,396,13,stengods
3,397,316,horn
3,400,149,dalsland
3,407,78,hemse
3,424,1,märke
3,428,78,grötlingbo
3,431,110,norrköping
3,434,9,leksak
3,439,61,gryta
3,440,2,shell
3,441,980,spjut
3,442,799,bränd lera
3,445,3,tobak
3,447,69,köping
3,449,2,skanör m. falsterbo
3,450,208,bärnsten
3,462,2,skelett
3,464,2,falsterbohus
3,465,50,grönsten
3,466,24,turinge
3,468,999,spjutspets
3,469,5,varnhem
3,472,762,slagg
3,473,51,kvarteret bryggaren 1
3,474,13,ek
3,475,99,armbygel
3,476,4,comb
3,480,170,läder
3,490,997,pil
3,492,76,ringspänne
3,495,113,halla
3,498,1302,spik/nit
3,499,199,koppar
4,1,198,arkeologi
4,4,57815,etnografi
4,12,125,kärl
4,13,838,pottery
4,21,38,keramik
4,23,8974,vapen
4,26,19,dräkt
4,37,5291,förvaring
4,49,70,eric von rosen
4,56,15,glas
4,61,3227,"nimuendaju, kurt"
4,62,3227,"unckel, curt"
4,70,8,husgeråd
4,72,710,huvudbonad
4,79,1349,h. r. wahlen
4,80,3730,redskap
4,81,1,föremål
4,90,5,leksaker
4,98,1,guld
4,100,318,blankvapen
4,101,12,vävning
4,120,10,textil
4,123,1643,aashaug
4,128,5,trofé
4,130,3,möbler
4,132,31,betalningsmedel
4,135,1,ammunition
4,136,82,byggnader
4,138,3,lergods
4,144,6,konsthantverk
4,147,728,skjutvapen
4,159,3388,fjärrstridsvapen
4,168,152,fiske
4,178,1,dräkttillbehör
4,179,903,smycken
4,181,25,kvinnokläder
4,182,269,skulptur
4,186,7,eldhandvapen
4,188,3,spel
4,192,101,hemtextilier
4,204,1,baltiska utställningen
4,205,1207,musikinstrument
4,208,29,mynt
4,209,120,bildkonst
4,210,18,textila tekniker
4,218,132,svärd
4,219,29,verktyg
4,241,14,porslin
4,244,90,huvudbonader
4,254,119,folkdräkter
4,258,41,behållare
4,263,1230,weapons@eng
4,269,2232,personliga föremål
4,281,12,mänskliga kvarlevor
4,283,43,textilier
4,298,8,båtar
4,300,2,navigation
4,304,15,skodon
4,307,1014,smycke
4,312,5,belysning
4,323,1687,redskap och utrustning
4,327,322,fotbeklädnad
4,354,26,modell
4,360,14,broderi
4,367,1,fåglar
4,375,2,band
4,387,22,women's clothing@eng
4,389,1071,jakt
4,395,1,band (textilier)
4,397,1,horn
4,405,55,accessoarer
4,429,3,drycker
4,434,253,leksak
4,441,201,spjut
4,445,57,tobak
4,448,936,fjärrvapen
4,450,4,bärnsten
4,453,16,matlagning
4,463,111,förvaringskärl
4,489,36,väskor
5,2,389,östergötland
5,3,6370,järn
5,5,53006,uppland
5,6,791,gotland
5,7,41,västra tollstad
5,8,20,alvastra kloster
5,9,1501,okänd fyndort
5,11,460,öland
5,12,3148,kärl
5,16,7,gräsgård
5,17,1,eketorps borg
5,18,20065,adelsö
5,19,3174,brons
5,21,1935,keramik
5,22,561,södermanland
5,23,6,vapen
5,24,553,västergötland
5,27,458,skåne
5,30,420,småland
5,34,813,yxa
5,38,621,spik
5,40,2406,spänne
5,47,10132,"björkö, svarta jorden"
5,51,245,flinta
5,53,396,cu-leg
5,54,1212,beslag
5,56,1920,glas
5,57,1154,silver
5,59,220,bergart
5,72,4,huvudbonad
5,74,1,slag
5,76,82,lappland
5,77,1501,ben
5,80,36,redskap
5,81,1000,föremål
5,82,243,nit
5,84,6403,stockholm
5,93,170,halland
5,94,704,kniv
5,98,480,guld
5,102,981,trä
5,105,2,hus
5,107,5485,"björkö, hemlanden"
5,109,139,bohuslän
5,113,189,ten
5,116,1,barn
5,118,1258,pärla
5,119,2,porträtt
5,120,1383,textil
5,125,13,rödgods
5,127,2,runor
5,133,1,hantverk
5,136,3,byggnader
5,138,1,lergods
5,140,14,söderköping
5,153,1042,nål
5,154,127,västmanland
5,160,98,hästskosöm
5,167,104,blekinge
5,169,1,interiör
5,171,12,näsby
5,176,43,kalmar
5,177,96,ångermanland
5,179,3,smycken
5,180,539,fragment
5,182,353,skulptur
5,183,1,hultaby borgruin
5,184,367,ring
5,186,10,eldhandvapen
5,188,1,spel
5,190,1244,kam
5,191,3,slottsfjärden
5,193,263,sölja
5,195,40,vallstena
5,198,128,avslag
5,200,2925,uppsala
5,206,1,skrift
5,208,209,mynt
5,211,487,skiffer
5,214,592,hänge
5,218,458,svärd
5,219,69,verktyg
5,223,2036,ben/horn
5,227,3,djur
5,233,311,sten
5,236,4,åsele
5,237,56,visby
5,240,15,bräda
5,241,26,porslin
5,245,2,segmenterad
5,246,154,kvarts
5,247,212,fingerring
5,248,360,sverige
5,253,47,jämtland
5,256,2424,"stockholm, historiska museets stora innergård"
5,257,282,nyckel
5,258,2,behållare
5,262,655,bryne
5,265,2,amerika
5,267,101,närke
5,268,10,otterstad
5,272,43,dolk
5,273,18,fönsterglas
5,274,5,läckö slott
5,276,6,nyköping
5,278,16,vadstena
5,280,40,spets
5,283,2,textilier
5,292,31,söm
5,293,4,kristus
5,294,87,hälsingland
5,295,846,lera
5,301,6,brev
5,303,82,dalarna
5,305,68,gästrikland
5,306,1,natur
5,307,112,smycke
5,310,3,textilhantverk
5,317,8,"broby, alvastra pålbyggnad"
5,318,109,lås
5,319,363,pilspets
5,322,21,skrapa
5,324,20,othem
5,328,250,knapp
5,329,124,norrbotten
5,337,19,planka
5,339,1916,"björkö, norr om borg"
5,340,215,bleck
5,345,191,bly
5,346,10,båt
5,347,76,kyrkor
5,351,1856,ekerö
5,355,85,armring
5,360,5,broderi
5,361,14,hellvi
5,366,13,kyrka
5,369,2,metallhantverk
5,373,24,väskinde
5,374,65,fat
5,375,27,band
5,376,80,värmland
5,378,1,byggnadsdelar
5,380,10,kvartsit
5,382,18,krus
5,386,14,plåt
5,390,205,sandsten
5,396,22,stengods
5,397,288,horn
5,400,73,dalsland
5,404,7,ryssland
5,407,18,hemse
5,428,24,grötlingbo
5,431,19,norrköping
5,434,1,leksak
5,439,77,gryta
5,441,207,spjut
5,442,181,bränd lera
5,444,1,människor
5,447,62,köping
5,449,5,skanör m. falsterbo
5,450,311,bärnsten
5,453,1,matlagning
5,462,1,skelett
5,464,1,falsterbohus
5,465,350,grönsten
5,466,6,turinge
5,468,113,spjutspets
5,469,11,varnhem
5,472,73,slagg
5,473,1,kvarteret bryggaren 1
5,474,257,ek
5,475,44,armbygel
5,480,78,läder
5,490,46,pil
5,492,293,ringspänne
5,495,36,halla
5,498,1,spik/nit
5,499,36,koppar
6,1,1,arkeologi
6,2,330,östergötland
6,3,4270,järn
6,5,790,uppland
6,6,49035,gotland
6,7,44,västra tollstad
6,8,24,alvastra kloster
6,9,3873,okänd fyndort
6,11,396,öland
6,12,834,kärl
6,16,9,gräsgård
6,17,1,eketorps borg
6,18,51,adelsö
6,19,4609,brons
6,21,366,keramik
6,22,427,södermanland
6,23,2,vapen
6,24,483,västergötland
6,26,4,dräkt
6,27,441,skåne
6,30,319,småland
6,34,623,yxa
6,38,165,spik
6,40,4239,spänne
6,47,32,"björkö, svarta jorden"
6,51,176,flinta
6,53,5994,cu-leg
6,54,1672,beslag
6,56,372,glas
6,57,2278,silver
6,59,168,bergart
6,76,68,lappland
6,77,805,ben
6,80,11,redskap
6,81,476,föremål
6,82,317,nit
6,84,253,stockholm
6,93,171,halland
6,94,732,kniv
6,98,820,guld
6,102,163,trä
6,105,1,hus
6,107,1,"björkö, hemlanden"
6,108,2,handel
6,109,118,bohuslän
6,113,594,ten
6,118,590,pärla
6,120,38,textil
6,125,3,rödgods
6,136,2,byggnader
6,140,11,söderköping
6,153,772,nål
6,154,129,västmanland
6,160,32,hästskosöm
6,167,102,blekinge
6,168,1,fiske
6,171,4,näsby
6,176,14,kalmar
6,177,82,ångermanland
6,179,1,smycken
6,180,509,fragment
6,182,110,skulptur
6,184,545,ring
6,190,190,kam
6,191,2,slottsfjärden
6,193,610,sölja
6,195,3060,vallstena
6,198,22,avslag
6,200,28,uppsala
6,205,1,musikinstrument
6,208,41,mynt
6,211,9,skiffer
6,214,433,hänge
6,218,400,svärd
6,219,7,verktyg
6,223,55,ben/horn
6,233,236,sten
6,236,4,åsele
6,237,2570,visby
6,240,1,bräda
6,244,1,huvudbonader
6,247,471,fingerring
6,248,259,sverige
6,253,37,jämtland
6,257,468,nyckel
6,258,1,behållare
6,262,22,bryne
6,265,1,amerika
6,267,88,närke
6,268,7,otterstad
6,272,68,dolk
6,273,36,fönsterglas
6,274,6,läckö slott
6,276,4,nyköping
6,278,12,vadstena
6,280,133,spets
6,283,1,textilier
6,292,6,söm
6,294,66,hälsingland
6,295,5,lera
6,303,65,dalarna
6,305,55,gästrikland
6,307,140,smycke
6,317,7,"broby, alvastra pålbyggnad"
6,318,58,lås
6,319,353,pilspets
6,322,3,skrapa
6,324,1980,othem
6,328,220,knapp
6,329,130,norrbotten
6,337,2,planka
6,339,1,"björkö, norr om borg"
6,340,168,bleck
6,345,54,bly
6,346,3,båt
6,347,37,kyrkor
6,351,16,ekerö
6,355,509,armring
6,361,1805,hellvi
6,366,71,kyrka
6,373,1735,väskinde
6,374,9,fat
6,375,66,band
6,376,76,värmland
6,380,2,kvartsit
6,382,4,krus
6,386,102,plåt
6,390,26,sandsten
6,391,1,museer
6,396,3,stengods
6,397,52,horn
6,400,75,dalsland
6,404,9,ryssland
6,407,1567,hemse
6,428,1514,grötlingbo
6,431,15,norrköping
6,439,13,gryta
6,441,563,spjut
6,442,2,bränd lera
6,447,59,köping
6,449,4,skanör m. falsterbo
6,450,130,bärnsten
6,462,1,skelett
6,464,2,falsterbohus
6,465,7,grönsten
6,466,5,turinge
6,468,153,spjutspets
6,469,9,varnhem
6,472,8,slagg
6,474,87,ek
6,475,869,armbygel
6,480,9,läder
6,490,117,pil
6,492,892,ringspänne
6,495,1261,halla
6,499,70,koppar
7,2,42817,östergötland
7,3,13776,järn
7,5,41,uppland
7,6,44,gotland
7,7,42817,västra tollstad
7,8,38372,alvastra kloster
7,9,45,okänd fyndort
7,11,13,öland
7,12,4641,kärl
7,18,3,adelsö
7,19,589,brons
7,21,1968,keramik
7,22,22,södermanland
7,24,22,västergötland
7,27,15,skåne
7,30,18,småland
7,34,190,yxa
7,38,3606,spik
7,40,30,spänne
7,51,1087,flinta
7,53,86,cu-leg
7,54,2530,beslag
7,56,2022,glas
7,57,34,silver
7,59,34,bergart
7,76,3,lappland
7,77,639,ben
7,80,40,redskap
7,81,496,föremål
7,82,335,nit
7,84,6,stockholm
7,93,7,halland
7,94,820,kniv
7,98,10,guld
7,102,105,trä
7,109,8,bohuslän
7,113,982,ten
7,118,195,pärla
7,120,38,textil
7,138,1,lergods
7,140,2,söderköping
7,153,490,nål
7,154,2,västmanland
7,160,1287,hästskosöm
7,167,4,blekinge
7,176,1,kalmar
7,177,6,ångermanland
7,180,75,fragment
7,184,300,ring
7,186,1,eldhandvapen
7,190,96,kam
7,193,538,sölja
7,195,4,vallstena
7,198,276,avslag
7,211,14,skiffer
7,214,99,hänge
7,218,12,svärd
7,219,74,verktyg
7,223,2,ben/horn
7,233,23,sten
7,237,1,visby
7,241,2,porslin
7,246,14,kvarts
7,247,8,fingerring
7,248,4,sverige
7,253,3,jämtland
7,257,330,nyckel
7,262,170,bryne
7,267,2,närke
7,272,20,dolk
7,273,1974,fönsterglas
7,280,69,spets
7,292,88,söm
7,294,5,hälsingland
7,295,18,lera
7,303,5,dalarna
7,305,4,gästrikland
7,317,1999,"broby, alvastra pålbyggnad"
7,318,128,lås
7,319,127,pilspets
7,322,118,skrapa
7,328,137,knapp
7,329,7,norrbotten
7,340,414,bleck
7,345,921,bly
7,351,2,ekerö
7,373,1,väskinde
7,374,219,fat
7,375,341,band
7,376,7,värmland
7,380,26,kvartsit
7,382,398,krus
7,386,831,plåt
7,389,2,jakt
7,390,137,sandsten
7,397,83,horn
7,400,7,dalsland
7,404,1,ryssland
7,407,3,hemse
7,428,1,grötlingbo
7,431,3,norrköping
7,439,730,gryta
7,442,9,bränd lera
7,447,3,köping
7,450,39,bärnsten
7,465,2,grönsten
7,467,1388,alvastra pålbyggnad
7,472,343,slagg
7,480,3,läder
7,490,25,pil
7,492,9,ringspänne
7,495,3,halla
7,499,37,koppar
8,2,38372,östergötland
8,3,13295,järn
8,5,20,uppland
8,6,24,gotland
8,7,38372,västra tollstad
8,8,38373,alvastra kloster
8,9,29,okänd fyndort
8,11,7,öland
8,12,3884,kärl
8,18,1,adelsö
8,19,582,brons
8,21,1223,keramik
8,22,10,södermanland
8,24,14,västergötland
8,27,8,skåne
8,30,11,småland
8,34,10,yxa
8,38,3406,spik
8,40,28,spänne
8,51,569,flinta
8,53,86,cu-leg
8,54,2514,beslag
8,56,2001,glas
8,57,29,silver
8,59,1,bergart
8,76,2,lappland
8,77,156,ben
8,80,34,redskap
8,81,460,föremål
8,82,329,nit
8,84,3,stockholm
8,93,3,halland
8,94,771,kniv
8,98,9,guld
8,102,66,trä
8,109,4,bohuslän
8,113,982,ten
8,118,128,pärla
8,120,13,textil
8,138,1,lergods
8,140,1,söderköping
8,153,486,nål
8,154,1,västmanland
8,160,1278,hästskosöm
8,167,3,blekinge
8,177,4,ångermanland
8,180,75,fragment
8,184,294,ring
8,186,1,eldhandvapen
8,190,95,kam
8,193,533,sölja
8,195,2,vallstena
8,198,52,avslag
8,211,11,skiffer
8,214,81,hänge
8,218,12,svärd
8,219,73,verktyg
8,233,21,sten
8,246,1,kvarts
8,247,5,fingerring
8,248,1,sverige
8,253,1,jämtland
8,257,325,nyckel
8,262,158,bryne
8,267,1,närke
8,272,9,dolk
8,273,1971,fönsterglas
8,280,35,spets
8,292,88,söm
8,294,3,hälsingland
8,303,4,dalarna
8,305,1,gästrikland
8,317,2,"broby, alvastra pålbyggnad"
8,318,124,lås
8,319,83,pilspets
8,322,18,skrapa
8,328,137,knapp
8,329,1,norrbotten
8,340,410,bleck
8,345,921,bly
8,351,2,ekerö
8,373,1,väskinde
8,374,194,fat
8,375,323,band
8,376,6,värmland
8,380,2,kvartsit
8,382,397,krus
8,386,823,plåt
8,389,2,jakt
8,390,4,sandsten
8,397,55,horn
8,400,4,dalsland
8,404,1,ryssland
8,407,3,hemse
8,428,1,grötlingbo
8,439,730,gryta
8,447,1,köping
8,450,24,bärnsten
8,472,334,slagg
8,480,3,läder
8,490,24,pil
8,492,9,ringspänne
8,499,36,koppar
9,2,594,östergötland
9,3,388,järn
9,5,1500,uppland
9,6,3873,gotland
9,7,45,västra tollstad
9,8,29,alvastra kloster
9,9,37894,okänd fyndort
9,11,872,öland
9,12,106,kärl
9,16,11,gräsgård
9,17,2,eketorps borg
9,18,83,adelsö
9,19,1081,brons
9,21,46,keramik
9,22,729,södermanland
9,24,896,västergötland
9,27,1481,skåne
9,30,705,småland
9,34,384,yxa
9,38,6,spik
9,40,1002,spänne
9,47,48,"björkö, svarta jorden"
9,51,212,flinta
9,53,1356,cu-leg
9,54,257,beslag
9,56,260,glas
9,57,714,silver
9,59,187,bergart
9,76,120,lappland
9,77,42,ben
9,80,2,redskap
9,81,54,föremål
9,82,28,nit
9,84,454,stockholm
9,93,387,halland
9,94,52,kniv
9,98,159,guld
9,102,227,trä
9,109,296,bohuslän
9,113,16,ten
9,118,36,pärla
9,119,2,porträtt
9,120,171,textil
9,125,1,rödgods
9,140,26,söderköping
9,153,97,nål
9,154,235,västmanland
9,167,200,blekinge
9,171,10,näsby
9,176,43,kalmar
9,177,183,ångermanland
9,180,23,fragment
9,182,155,skulptur
9,184,72,ring
9,190,24,kam
9,191,2,slottsfjärden
9,193,77,sölja
9,195,77,vallstena
9,198,4,avslag
9,200,80,uppsala
9,208,23,mynt
9,211,13,skiffer
9,214,114,hänge
9,218,90,svärd
9,219,1,verktyg
9,223,12,ben/horn
9,233,105,sten
9,236,9,åsele
9,237,91,visby
9,240,8,bräda
9,246,1,kvarts
9,247,265,fingerring
9,248,1,sverige
9,253,82,jämtland
9,257,129,nyckel
9,262,10,bryne
9,265,2,amerika
9,267,145,närke
9,268,12,otterstad
9,272,46,dolk
9,274,9,läckö slott
9,276,18,nyköping
9,278,29,vadstena
9,280,57,spets
9,294,107,hälsingland
9,295,9,lera
9,301,2,brev
9,303,123,dalarna
9,305,74,gästrikland
9,307,25,smycke
9,317,3,"broby, alvastra pålbyggnad"
9,318,20,lås
9,319,16,pilspets
9,322,18,skrapa
9,324,17,othem
9,328,22,knapp
9,329,113,norrbotten
9,337,5,planka
9,340,14,bleck
9,341,2,kvarteret biografen
9,342,2,kvarteret biografen 3
9,345,13,bly
9,346,3,båt
9,351,26,ekerö
9,355,45,armring
9,361,18,hellvi
9,373,24,väskinde
9,374,5,fat
9,375,3,band
9,376,109,värmland
9,380,2,kvartsit
9,386,5,plåt
9,390,10,sandsten
9,397,33,horn
9,400,164,dalsland
9,404,29,ryssland
9,407,22,hemse
9,428,28,grötlingbo
9,431,23,norrköping
9,439,12,gryta
9,441,24,spjut
9,442,1,bränd lera
9,447,83,köping
9,449,7,skanör m. falsterbo
9,450,5,bärnsten
9,464,3,falsterbohus
9,465,9,grönsten
9,466,8,turinge
9,468,27,spjutspets
9,469,14,varnhem
9,472,2,slagg
9,474,63,ek
9,475,55,armbygel
9,480,33,läder
9,490,22,pil
9,492,214,ringspänne
9,495,49,halla
9,499,90,koppar
10,10,30998,östasien
10,12,3,kärl
10,13,100,pottery
10,15,7073,ceramics
